=== CARS MISSING DEPRECIATION VALUES ===
Make                 | Model                          | Chassis/VIN         
CHEVROLET            | TRAVERSE                       | 1GNKR8ED5GJ229696   
NISSAN               | SENTRA                         | MNTBB7A98F8026109   
CHEVROLET            | TRAVERSE                       | 1GNEV9KW7PJ324233   
CHEVROLET            | TRAVERSE                       | 1GNER8KW6PJ323329   
CHEVROLET            | TRAVERSE                       | 1GNKV8KD3FJ107000   
Toyota               | Rav4                           | JTMDW3FV5RD219904   
Toyota               | Rav4                           | JTDZ13FV4PD106995   
Toyota               | Rav4                           | JTMR13FV1KJ015869   
CHEVROLET            | TRAVERSE                       | 1GNKR8KD9EJ248267   
NISSAN               | SENTRA                         | 3N1CB7APXHY266447   
NISSAN               | SENTRA                         | 3N1AB8DV3MY224882   
CHEVROLET            | TRAVERSE                       | 1GNER8KW2PJ228699   
CHEVROLET            | TRAVERSE                       | 1GNEVKKW2JJ111544   
CHEVROLET            | TRAVERSE                       | 1GNEV9KW3NJ114564   
NISSAN               | SENTRA                         | MNTBB7A97H6051120   
NISSAN               | SENTRA                         | 3N1AB7AP1KY443255   
NISSAN               | SENTRA                         | 3N1AB8DV1MY207126   
CHEVROLET            | TRAVERSE                       | 1GNEV8KW8JJ192942   
CHEVROLET            | TRAVERSE                       | 1GNERFKW5LJ202323   
CHEVROLET            | TRAVERSE                       | 1GNER8KW0KJ109915   
NISSAN               | SENTRA                         | 3N1AB7AP0FY261360   
NISSAN               | SENTRA                         | 3N1AB8CVXPY285698   
CHEVROLET            | TRAVERSE                       | 1GNER9KS6RJ227643   
Toyota               | Rav4                           | JTMDW3FV9LD531005   
CHEVROLET            | TRAVERSE                       | 1GNEV9KS4RJ224915   
CHEVROLET            | TRAVERSE                       | 1GNKV8ED8CJ289932   
Toyota               | Rav4                           | JTMDW3FV3SD280433   
CHEVROLET            | TRAVERSE                       | 1GNKR9EDXBJ349136   
Toyota               | Rav4                           | JTD543BV8TD000782   
NISSAN               | SENTRA                         | 3N1AB8CVXRY337365   
NISSAN               | SENTRA                         | MNTBB7A98F6021749   
CHEVROLET            | TRAVERSE                       | 1GNKV8ED6CJ229714   
CHEVROLET            | TRAVERSE                       | 1GNKV9ED3BJ148027   
CHEVROLET            | TRAVERSE                       | 1GNER8KW2NJ165245   
CHEVROLET            | TRAVERSE                       | 1GNERFKW4LJ267390   
NISSAN               | SENTRA                         | MNTBB7A97E6005816   
CHEVROLET            | TRAVERSE                       | 1GNEV9KW3LJ262310   
CHEVROLET            | TRAVERSE                       | 1GNER8KW3NJ161558   
Toyota               | Rav4                           | JTMDF4EV5HD214627   
NISSAN               | SENTRA                         | 3N1AB8DV8LY266429   
NISSAN               | SENTRA                         | 3N1AB7AP8JY312340   
CHEVROLET            | TRAVERSE                       | 1GNKR8ED5FJ177985   
CHEVROLET            | TRAVERSE                       | 1GNEVLKW3KJ229657   
CHEVROLET            | TRAVERSE                       | 1GNERLKS5RJ227677   
CHEVROLET            | TRAVERSE                       | 1GNER13D99S168227   
CHEVROLET            | TRAVERSE                       | 1GNER8KW4NJ162475   
CHEVROLET            | TRAVERSE                       | 1GNKR8KD6DJ119272   
NISSAN               | SENTRA                         | 3N1AB6APXCL755566   
NISSAN               | SENTRA                         | 3N1AB7AP1KY264729   
CHEVROLET            | TRAVERSE                       | 1GNER8KW2PJ141899   
CHEVROLET            | TRAVERSE                       | 1GNER8KW6MJ189630   
CHEVROLET            | TRAVERSE                       | 1GNERFKW6MJ110042   
CHEVROLET            | TRAVERSE                       | 1GNER8KW7JJ163033   
NISSAN               | SENTRA                         | 1N4AB7APXDN904987   
CHEVROLET            | TRAVERSE                       | 1GNLRFED9AJ233816   
CHEVROLET            | TRAVERSE                       | 1GNEV9KW9LJ124559   
CHEVROLET            | TRAVERSE                       | 1GNEV9KWXKJ138789   
CHEVROLET            | TRAVERSE                       | 1GNKR8ED7DJ185163   
NISSAN               | SENTRA                         | KNMCC42HX8P701047   
CHEVROLET            | TRAVERSE                       | 1GNKR8ED8EJ234114   
CHEVROLET            | TRAVERSE                       | 1GNEV9KS9RJ226157   
NISSAN               | SENTRA                         | 3N1AB7AP6HY274536   
Toyota               | Rav4                           | JTMB13FV1RD105419   
NISSAN               | SENTRA                         | 3N1AB8CV4NY289839   
CHEVROLET            | TRAVERSE                       | 1GNEV9KW8NJ141002   
CHEVROLET            | TRAVERSE                       | 1GNER8KW9MJ187435   
CHEVROLET            | TRAVERSE                       | 1GNKV8KD3EJ164912   
Toyota               | Rav4                           | JTMDW3FV1ND561280   
CHEVROLET            | TRAVERSE                       | KLABA76BDJB538656   
CHEVROLET            | TRAVERSE                       | 1GNEV23D59S113162   
Toyota               | Rav4                           | JTMDW3FV0KD516357   
CHEVROLET            | TRAVERSE                       | 1GNEV9KW1MJ127165   
NISSAN               | SENTRA                         | HCR32016762          (Error: No module named 'shap')
CHEVROLET            | TRAVERSE                       | 1GNEV9KW5LJ136451   
CHEVROLET            | TRAVERSE                       | 1GNKV8KDXEJ239248   
NISSAN               | SENTRA                         | 3N1AB7AP3HL642989   
NISSAN               | SENTRA                         | MNTBB7A92F6020936   
NISSAN               | SENTRA                         | 3N1AB7AP3JL631139   
NISSAN               | SENTRA                         | MNTBB7A93E6015601   
NISSAN               | SENTRA                         | MNTAB7A96L6011633   
CHEVROLET            | TRAVERSE                       | 1GNKV8EDXCJ392334   
NISSAN               | SENTRA                         | 3N1CB7AP2HY252865   
Toyota               | Rav4                           | JTDZF9EV8GJ094910   
CHEVROLET            | TRAVERSE                       | KLABA76BDDB123059   
NISSAN               | SENTRA                         | 3N1AB7AP8DL776861   
Toyota               | Rav4                           | JTMB13FV4ND085287   
CHEVROLET            | TRAVERSE                       | 1GNEV33D69S148640   
Toyota               | Rav4                           | JTMB13FV4MD084929   
Toyota               | Rav4                           | JTDW13FV9KJ007313   
NISSAN               | SENTRA                         | MNTBB7A98L6070848   
Toyota               | Rav4                           | JTMDW3FV9ND564234   
Toyota               | Rav4                           | JTMJ13FV7KJ018109   
NISSAN               | SENTRA                         | MNTBB7A98K6064742   
Toyota               | Rav4                           | JTDZ13FV9MD073701   
Toyota               | Rav4                           | JTDZ13FV6MD082310   
CHEVROLET            | TRAVERSE                       | 1GNEVFKW1NJ111614   
CHEVROLET            | TRAVERSE                       | 1GNKR8KD2FJ253800   
CHEVROLET            | TRAVERSE                       | 1GNKR8KD9HJ130403   
NISSAN               | SENTRA                         | 3N1AB7AP4DL749706   
NISSAN               | SENTRA                         | MNTAB7A92G6008332   
CHEVROLET            | TRAVERSE                       | 1GNEVGKW4LJ164505   
CHEVROLET            | TRAVERSE                       | 1GNER8KWXMJ246346   
CHEVROLET            | TRAVERSE                       | 1GNKV8KD1FJ135751   
NISSAN               | SENTRA                         | MNTBB7A91F6031667   
GMC                  | ACADIA                         | 1GKKVPKD3DJ158520   
GMC                  | ACADIA                         | 1GKKNKLA8LZ230125   
Toyota               | Rav4                           | JTMJ13FV4ND085219   
CHEVROLET            | TRAVERSE                       | 1GNEV9KW7NJ156848   
GMC                  | ACADIA                         | 1GKEV33767J114479   
GMC                  | ACADIA                         | 1GKEV13707J127846   
GMC                  | ACADIA                         | 1GKFN8LS6HZ143585   
CHEVROLET            | TRAVERSE                       | 1GNERFKW5NJ120059   
CHEVROLET            | TRAVERSE                       | 1GNEV8KW8JJ241234   
CHEVROLET            | TRAVERSE                       | 1GNKV8KD9EJ150965   
CHEVROLET            | TRAVERSE                       | 1GNKV8KDXDJ139360   
TOYOTA               | COROLLA 1.8                    | JTDBU4EE2B9156791   
GMC                  | SEIRRA                         | 3GTN99EFXKG234996   
GMC                  | SEIRRA                         | 1GT399E7XLF284932   
GMC                  | SEIRRA                         | 1GTN29EC8JZ320980   
TOYOTA               | COROLLA 1.8                    | LFMARE0C370029212   
TOYOTA               | COROLLA 1.8                    | 1NXBB02E0VZ590627   
INFINITI             | Q50                            | JN1EV7AP7LM205083   
INFINITI             | Q50                            | JN1EV7AP6JM355795   
INFINITI             | Q50                            | JN1FV7AP2HM540084   
MITSUBISHI           | LANCER                         | JMYSRCK1AYU770967   
MITSUBISHI           | LANCER                         | JMYSRCS1A8U735819   
MITSUBISHI           | LANCER                         | JA32U8FW7CU031653   
MITSUBISHI           | LANCER                         | JA32V2FW8DU012279   
MITSUBISHI           | LANCER                         | JMYSRCS1ADU702556   
MITSUBISHI           | LANCER                         | JA32U2FU4FU002529   
INFINITI             | Q50                            | JN1EV7AR6KM559354   
INFINITI             | Q50                            | JN1CV7AP6EM800307   
INFINITI             | Q50                            | JN1EV7AP2HM737686   
INFINITI             | Q50                            | JN1EV7AR3KM558971   
INFINITI             | Q50                            | JN1EV7AR3KM558971   
INFINITI             | Q50                            | JN1EV7AR7HM831516   
MITSUBISHI           | LANCER                         | JMYSRCS1A7U709704   
INFINITI             | Q50                            | JNKAV71E8FM540334   
INFINITI             | Q50                            | JN1BV7AP1FM339644   
INFINITI             | Q50                            | JN1EV7AP1KM420229   
INFINITI             | Q50                            | JN1EV7AP0LM430428   
INFINITI             | Q50                            | JN1EV7BP0MM706381   
MITSUBISHI           | LANCER                         | JA32W5FV8EU001404   
INFINITI             | Q50                            | JN1EV7AP8MM440125   
MITSUBISHI           | LANCER                         | JMYSTCS3A6U798530   
MITSUBISHI           | LANCER                         | JMYSRCS1A9U710757   
INFINITI             | Q50                            | JN1EV7AR7HM831516   
INFINITI             | Q50                            | JN1CV7AP4EM800192   
MITSUBISHI           | LANCER                         | JMYSRCS1ACU703710   
MITSUBISHI           | LANCER                         | JMYSRCS1AAU710553   
MITSUBISHI           | LANCER                         | JMYSRCS1A4U783643   
INFINITI             | Q50                            | JNICVTAP4EM800032   
INFINITI             | Q50                            | JN1EV7AR0HM833608   
INFINITI             | Q50                            | JN1EV7AP3MM440663   
INFINITI             | Q50                            | JN1EV7AP9LM430346   
INFINITI             | Q50                            | JN1EV7AP7MM440083   
MITSUBISHI           | LANCER                         | JMYSRCS1A6U781895   
MITSUBISHI           | LANCER                         | JMYSRCS1A6U775921   
MITSUBISHI           | LANCER                         | JMYSRCS1A4U776512   
MITSUBISHI           | LANCER                         | JMYSNCZ4ACU710016   
MITSUBISHI           | LANCER                         | JMYSRCS3AAU710216   
MITSUBISHI           | LANCER                         | JE3AB26U1AU200281   
MITSUBISHI           | LANCER                         | JMYSRCS3ADU705445   
MITSUBISHI           | LANCER                         | JMYSNCS1A9U710963   
MITSUBISHI           | LANCER                         | JMYSRCS1A6U791269   
MITSUBISHI           | LANCER                         | JA32V2FW8CU027198   
INFINITI             | Q50                            | JN1CV7AP5HM500178   
INFINITI             | Q50                            | JN1BV7AR3EM707693   
INFINITI             | Q50                            | JN1BV7AP5GM600078   
INFINITI             | Q50                            | JN1EV7AP8HM520028   
INFINITI             | Q50                            | JN1EV7APXKM511502   
MITSUBISHI           | LANCER                         | JA32U2FU5DU017666   
MITSUBISHI           | LANCER                         | JMYSTCS3A3U775879   
INFINITI             | Q50                            | JN1EV7AP0GM302969   
MITSUBISHI           | LANCER                         | JMYSRCS1A6U791240   
INFINITI             | Q50                            | JN1EV7AP9LM430055   
INFINITI             | Q50                            | JN1EV7AP8JM358620   
MITSUBISHI           | LANCER                         | JMYLNN84W4Z700417   
INFINITI             | Q50                            | JN1FV7AP5MM450034   
MITSUBISHI           | LANCER                         | JMYSREA2A5Z700749   
MITSUBISHI           | LANCER                         | JMYSRCS3ABU707373   
MITSUBISHI           | LANCER                         | JA32U2FU3HU003240   
INFINITI             | Q50                            | JN1CV7AP9HM500023   
Infiniti             | Q50                            | JN1FV7AP0HM540035   
INFINITI             | Q50                            | JNRBJ0RR9GM300131   
MITSUBISHI           | LANCER                         | JA32V2FW9GU011789   
MITSUBISHI           | LANCER                         | JA32U2FU7CU012855   
INFINITI             | Q50                            | JN1CV7AP4FM830455   
MITSUBISHI           | LANCER                         | JMYSRCS1A5U780275   
MITSUBISHI           | LANCER                         | JMYSRCS1A9U727595   
MITSUBISHI           | LANCER                         | JMYSRCS1A8U728336   
INFINITI             | Q50                            | JN1CV7AP7HM500425   
MITSUBISHI           | LANCER                         | JMYSRCY1AGU755224   
INFINITI             | Q50                            | JN1EV7AP2HM739583   
INFINITI             | Q50                            | JNIEV7AP2LM430303   
INFINITI             | Q50                            | JN1EV7AP3MM440212   
MITSUBISHI           | LANCER                         | JMYSRCS1ACU700907   
MITSUBISHI           | LANCER                         | JMYSRCS1AAU705659   
MITSUBISHI           | LANCER                         | JMYSRCS1ABU721421   
MITSUBISHI           | LANCER                         | JMYSRCS1A5U776691   
MITSUBISHI           | LANCER                         | JA32V2FW8FU020482   
MITSUBISHI           | LANCER                         | JMYSRCS1A3U776863   
MITSUBISHI           | LANCER                         | JMYSRCS1ABU711006   
MITSUBISHI           | LANCER                         | JMYSRCYIAFU728601   
MITSUBISHI           | LANCER                         | JMYSTCY4AGU740418   
Infiniti             | Q50                            | JN1EV7AP6LM430353   
INFINITI             | Q50                            | JN1EV7AP6JM590150   
INFINITI             | Q50                            | JN1CV7AP6KM400212   
MITSUBISHI           | LANCER                         | JMYSRCY1AEU724199   
MITSUBISHI           | LANCER                         | JMYSRCS1A7U737023   
MITSUBISHI           | LANCER                         | JMYSNCS1A1U774404   
MITSUBISHI           | LANCER                         | JMYSRCS1A2U775135   
MITSUBISHI           | LANCER                         | JMYSTCY4A9U723581   
MITSUBISHI           | LANCER                         | JA32U2FU0CU021347   
INFINITI             | Q50                            | JN1BV7AP4EM550433   
MITSUBISHI           | LANCER                         | JMYSNCS3A8U713800   
MITSUBISHI           | LANCER                         | RKM6541L6EY042009   
MITSUBISHI           | LANCER                         | JMYSTCY4A6U739571   
MITSUBISHI           | LANCER                         | JA3AU86U08U029387   
MITSUBISHI           | LANCER                         | JMYSTCS3A9U703136   
MITSUBISHI           | LANCER                         | JA32U2FU1BU017497   
MITSUBISHI           | LANCER                         | JA32U8FWXAU602484   
MITSUBISHI           | LANCER                         | JMYSRCS1A3U777510   
INFINITI             | Q50                            | JN1BV7AR6FM395502   
INFINITI             | Q50                            | JN1EV7AP2HM730205   
MITSUBISHI           | LANCER                         | JMYSNCS1A2U775601   
MITSUBISHI           | LANCER                         | JMYSRCS1A8U709852   
MITSUBISHI           | LANCER                         | JA32U2FU9DU011434   
MITSUBISHI           | LANCER                         | JA32U2FU5BU004381   
MITSUBISHI           | LANCER                         | JMYSTCS3A3U776897   
MITSUBISHI           | LANCER                         | JMYSRCY1AEU713914   
MITSUBISHI           | LANCER                         | JMYSRCK1A1U770292   
INFINITI             | Q50                            | JN1CV7AP3GM840816   
MITSUBISHI           | LANCER                         | JA32U2FU3AU014308   
MITSUBISHI           | LANCER                         | JMYSNCS1A5U782126   
MITSUBISHI           | LANCER                         | JA32U2FU4BU601649   
INFINITI             | Q50                            | JN1EV7BR6NM342230   
MITSUBISHI           | LANCER                         | JMYSRCK4AYU775039   
MITSUBISHI           | LANCER                         | JMY5RCY1A6U751064   
INFINITI             | Q50                            | JN1EV7AP7JM354476   
MITSUBISHI           | LANCER                         | F4011105000000000   
MITSUBISHI           | LANCER                         | JMYSRCS1ADU700552   
INFINITI             | Q50                            | JN1CV7AP9EM800169   
MITSUBISHI           | LANCER                         | JA32U2FU8HU007011   
INFINITI             | Q50                            | JN1EV7AP2JM710011   
AUDI                 | Q7                             | WA1ZZZF75PD029836   
INFINITI             | Q50                            | JN1CV7AP6JM700332   
INFINITI             | Q50                            | JN1BV7AP5FM560423   
MITSUBISHI           | LANCER                         | FM557MD4000700000   
INFINITI             | Q50                            | JN1CV7AP8FM830622   
INFINITI             | Q50                            | JN1CV7AP7JM700887   
ISUZU                | NPR                            | JAMKP34T0T7P03212   
ISUZU                | NPR                            | JAMKP34H5H7P04200   
ISUZU                | NPR                            | JAMKP34TXL7P02889   
ISUZU                | NPR                            | JAMKP34G787P22396   
ISUZU                | NPR                            | JAMKP34T2P7P07185   
ISUZU                | NPR                            | JAMJP34G157P08260   
ISUZU                | NPR                            | JAMKP34G627P02292   
ISUZU                | NPR                            | JAMKP34TXM7P05129   
ISUZU                | NPR                            | JAAJP23T897K00041   
ISUZU                | NPR                            | 4GTJ7C133XJ601268   
ISUZU                | NPR                            | JAMKP34H6E7P10518   
ISUZU                | NPR                            | JAAJP34G517P02128   
ISUZU                | NPR                            | JAAKP34G247P02256   
ISUZU                | NPR                            | JAMLP34T6P7P02317   
ISUZU                | NPR                            | JAMLP3454C7P00416   
ISUZU                | NPR                            | JAMKP34T4R7P02475   
ISUZU                | NPR                            | JAMLP3450L7P07539   
ISUZU                | NPR                            | JAMKP34G167P10337   
ISUZU                | NPR                            | JAMKP34HXF7P05761   
ISUZU                | NPR                            | JAMKP34H9H7P06726   
ISUZU                | NPR                            | JAMLP3456T7P05715   
ISUZU                | NPR                            | JAMKP34T0S7P23524   
ISUZU                | NPR                            | JAAKP34T4E7P01303   
ISUZU                | NPR                            | JAAKP34G387P13322   
ISUZU                | NPR                            | JAMKP34TOT7P09026   
ISUZU                | NPR                            | JAAKP34G277P02620   
ISUZU                | NPR                            | JAAFP14F667H00190   
ISUZU                | NPR                            | JAMLP3458C7P00175   
ISUZU                | NPR                            | JAAJP34GX37P03052   
ISUZU                | NPR                            | JAMJP34G457P02937   
ISUZU                | NPR                            | JAMKP34H0B7P03494   
ISUZU                | NPR                            | JAMLP3451P7P02579   
ISUZU                | NPR                            | JAMLP3455N7P06826   
ISUZU                | NPR                            | JAMKP34T9N7P01476   
ISUZU                | NPR                            | JAAFP14F1Y7H00195   
ISUZU                | NPR                            | JAMLP3454A7P10831   
ISUZU                | NPR                            | JAMKP34T4N7P03085   
ISUZU                | NPR                            | JAMKP34H0F7P16980   
ISUZU                | NPR                            | JAMKP34T4K7P00649   
ISUZU                | NPR                            | JAATFR16HV9100438   
ISUZU                | NPR                            | JAAKP34T4L7P06515   
ISUZU                | NPR                            | JAMLP3454A7P10831   
ISUZU                | NPR                            | JAMKP34T4R7P04615   
ISUZU                | NPR                            | JAAJP23T4B7K00835   
ISUZU                | NPR                            | JAAKP34G677P02023   
ISUZU                | NPR                            | JAAKP34GXX7P02008   
ISUZU                | NPR                            | JAMKP34H5D7P13490   
ISUZU                | NPR                            | JAMKP34T6M7P09775   
ISUZU                | NPR                            | JAMKP34T4K7P00649   
ISUZU                | NPR                            | JAAJP34G247P07775   
ISUZU                | NPR                            | JAMKP34T4P7P01100   
ISUZU                | NPR                            | JAAKP34T797P02578   
ISUZU                | NPR                            | JAAJP34G617P02848   
ISUZU                | NPR                            | JAAJP34G337P03233   
ISUZU                | NPR                            | JAALP3452G7P27018   
ISUZU                | NPR                            | JAANHR55EW7100137   
ISUZU                | NPR                            | JAAKP34TXL7P08186   
ISUZU                | NPR                            | JAMKP34T8R7P01894   
ISUZU                | NPR                            | JAAJP34G617P02848   
ISUZU                | NPR                            | JAMKP34T1R7P01557   
ISUZU                | NPR                            | JAMKP342XM7P02674   
ISUZU                | NPR                            | JAMKP34H2D7P09610   
ISUZU                | NPR                            | JAAJP34G627P02950   
ISUZU                | NPR                            | JAANPR58LM7100402   
ISUZU                | NPR                            | JAANPR58LM7100402   
ISUZU                | NPR                            | JAMKP34TXR7P01346   
ISUZU                | NPR                            | JAANPR58LR7100745   
ISUZU                | NPR                            | JAANPR58LN7103238   
TOYOTA               | SIENNA                         | 5TDKK3DC0DS337683   
TOYOTA               | SIENNA                         | 5TDZA23CX5S307623   
FORD                 | EXPEDITION                     | 1FMJU1JT6HEA28404   
CHRYSLER             | 300                            | 2C3CCAFJ8GH238795   
TOYOTA               | SIENNA                         | 5TDYZ3DC6JS923032   
TOYOTA               | SIENNA                         | 5TDZK23C48S160250   
TOYOTA               | SIENNA                         | STDYK4CC2AS307940   
FORD                 | EXPEDITION                     | 1FMJU1GT0HEA45979   
CHRYSLER             | 300                            | 2C3CCAAG7PH707600   
TOYOTA               | SIENNA                         | 5TDKK3DC4ES425556   
TOYOTA               | SIENNA                         | 5TDBRKEC5MS024309   
FORD                 | EXPEDITION                     | 1FMFU18L34LA68439   
TOYOTA               | SIENNA                         | 5TDKK3DC7FS571886   
TOYOTA               | SIENNA                         | 5TDKRKEC5NS111905   
TOYOTA               | SIENNA                         | 5TDYK4CC4AS330071   
TOYOTA               | SIENNA                         | 5TDZA23C95S262495   
TOYOTA               | SIENNA                         | 5TDZA23C46S483486   
TOYOTA               | SIENNA                         | 5TDKK3DC4ES425556   
TOYOTA               | SIENNA                         | 5TDKK4CC9AS343520   
TOYOTA               | SIENNA                         | 5TDZK22C49S249593   
TOYOTA               | SIENNA                         | 5TDYZ3DC9HS853374   
TOYOTA               | SIENNA                         | 5TDYK3DC4DS390221   
FORD                 | EXPEDITION                     | 1FMPU16L34LB30414   
TOYOTA               | SIENNA                         | 5TDKRKEC3MS045711   
TOYOTA               | SIENNA                         | 5TDZK3DC6FS670097   
TOYOTA               | SIENNA                         | 5TDYK4CC3AS314878   
TOYOTA               | SIENNA                         | 5TDZK22C37S006273   
CHRYSLER             | 300                            | 2C3CCACG1FH876863   
CHRYSLER             | 300                            | 2C3CCAEGXLH131537   
TOYOTA               | SIENNA                         | 5TDKK3DC2BS086761   
TOYOTA               | SIENNA                         | 5TDZK23C59S274419   
HINO                 | 300                            | JHHYFJ1H3FK004596   
TOYOTA               | SIENNA                         | 4T3ZF13C3YU177084   
CHRYSLER             | 300                            | 2C3CCAAG7JH340981   
TOYOTA               | SIENNA                         | 4T3ZF13C12U442043   
FORD                 | EXPEDITION                     | 1FMFU18L32LA40105   
CHRYSLER             | 300                            | 2C3CCAAG8HH668047   
TOYOTA               | SIENNA                         | 4T3ZF19C63U527744   
TOYOTA               | SIENNA                         | 5TDBA22C36S073717   
CHRYSLER             | 300                            | 2C3CCAAG7KH602077   
FORD                 | EXPEDITION                     | 1FMJU1GT5FEF48808   
FORD                 | EXPEDITION                     | 1FMNU41SXYEB31089   
TOYOTA               | SIENNA                         | 5TDZK22C79S278554   
TOYOTA               | SIENNA                         | 5TDZK23C08S166224   
CHRYSLER             | 300                            | 2C3CCACG6CH288985   
CHRYSLER             | 300                            | 2C3CCAKG9LH142050   
FORD                 | EXPEDITION                     | 1FMJU1JT0FEF18317   
CHRYSLER             | 300                            | 2C3CCAGG4MH680150   
TANK                 | 300                            | LGWFF7A57PJ073387   
TANK                 | 300                            | LGWFF7A50RJ618719   
FORD                 | EXPEDITION                     | 1FMJU1GT9HEA17548   
TOYOTA               | SIENNA                         | 5TDZA23C14S105848   
TOYOTA               | SIENNA                         | 5TDDK3DC9ES078136   
TOYOTA               | SIENNA                         | 5TDDK3DCXGS143062   
TOYOTA               | SIENNA                         | 4T3ZF13CXXU129208   
FORD                 | EXPEDITION                     | 1FMFU20545LA84721   
FORD                 | EXPEDITION                     | 1FMJU1JT1GEF28632   
TANK                 | 300                            | LGWFF7A50RJ043330   
TANK                 | 300                            | LGWFF7A58MJ127162   
TANK                 | 300                            | LGWFF7A51SJ614958   
TANK                 | 300                            | LGWFF7A50NJ182139   
TANK                 | 300                            | LGWFF7A5XRM900042   
TOYOTA               | SIENNA                         | 5TDZA23C15S356693   
TOYOTA               | SIENNA                         | 5TDKK3DC9DS353364   
TOYOTA               | SIENNA                         | 5TDKK3DC6CS249865   
TANK                 | 300                            | LGWFF7A55TJ616794   
TANK                 | 300                            | LGWFFSA55SJ818708   
FORD                 | EXPEDITION                     | 1FMJK1GT8GEF13915   
TOYOTA               | SIENNA                         | 5TDYZ3DC6KS971387   
TANK                 | 300                            | LGWFF7A51TJ628327   
TANK                 | 300                            | LGWFF7A56RJ618806   
TOYOTA               | SIENNA                         | 5TDBK23C275007463   
CHRYSLER             | 300                            | 2C3CCACG5EH248965   
CHRYSLER             | 300                            | 2C3CCA867PH599865   
HINO                 | 300                            | JHFYJ20H7BK002522   
TANK                 | 300                            | LGWFF7A54RJ600045   
TANK                 | 300                            | LGWFF7A56SJ618682   
TANK                 | 300                            | LGWFFSA58SJ621411   
FORD                 | EXPEDITION                     | 1FMPU18LX1LA36524   
TOYOTA               | SIENNA                         | 5TDYK3DC0FS575420   
FORD                 | EXPEDITION                     | 1FMPU16LX4LB73194   
TOYOTA               | SIENNA                         | 5TDYK3DC0DS405328   
TOYOTA               | SIENNA                         | 5TDZA22C84S057430   
FORD                 | EXPEDITION                     | TFMJU1JTIFEF19606   
FORD                 | EXPEDITION                     | 1FMRU15L33LA39894   
CHRYSLER             | 300                            | 2C3CCAPJ3PH501418   
CHRYSLER             | 300                            | 2C3CCARG7JH250976   
TOYOTA               | SIENNA                         | 5TDZA23C66S556874   
TOYOTA               | SIENNA                         | 5TDKK3DC0CS260411   
TOYOTA               | SIENNA                         | 5TDKK3DC8ES440710   
TOYOTA               | SIENNA                         | 5TDZK23C49S226913   
TOYOTA               | SIENNA                         | 5TDYK3DC4BS068241   
TOYOTA               | SIENNA                         | 5TDKZ3DC6JS955016   
TOYOTA               | SIENNA                         | 5TDYZ3DC1HS805349   
CHRYSLER             | 300                            | 2C3CCAGGXGH270747   
HINO                 | 300                            | JHHUCN1H3LK031887   
TOYOTA               | SIENNA                         | 5TDZK3DC0GS757267   
TOYOTA               | SIENNA                         | 5TDZK22C58S142535   
TOYOTA               | SIENNA                         | 5TDYZ3DC5KS980274   
TOYOTA               | SIENNA                         | VS556N8U6LNE9FFA8   
TOYOTA               | SIENNA                         | 4T3ZF19C5YU204079   
TOYOTA               | SIENNA                         | 5TDYK3DC4BS161485   
TOYOTA               | SIENNA                         | 5TDYK3DC8ES410259   
FORD                 | EXPEDITION                     | 1FMFU16586LA16540   
FORD                 | EXPEDITION                     | 1FMPU18L13LA06668   
TOYOTA               | SIENNA                         | 5TDZK22C37S080566   
CHRYSLER             | 300                            | 2C3CCAAG1KH610191   
FORD                 | EXPEDITION                     | 1FMJU1HT0FEF16136   
TOYOTA               | SIENNA                         | 5TDYK3DC6CS268037   
TOYOTA               | SIENNA                         | 5TDYRKEC9RS208041   
TOYOTA               | SIENNA                         | 5TDKK3DC3FS653209   
FORD                 | EXPEDITION                     | 1FMJU1JTOFEF18317   
TOYOTA               | SIENNA                         | 5TDYK3DC7DS327128   
FORD                 | EXPEDITION                     | 1FMJU1MT0FEF18345   
TOYOTA               | SIENNA                         | 5TDKZ3DC7HS858689   
TOYOTA               | SIENNA                         | 5TDKK3DC5ES500135   
TOYOTA               | SIENNA                         | 5TDZA23C15S298326   
TOYOTA               | SIENNA                         | 5TDZK22C37S042741   
TOYOTA               | SIENNA                         | 5TDBA22C16S059489   
TOYOTA               | SIENNA                         | 5TDZK22C88S121615   
TOYOTA               | SIENNA                         | 5TDZK29C67S035496   
TOYOTA               | SIENNA                         | 5TDJRKEC5PS167082   
TOYOTA               | SIENNA                         | 5TDZK23C87S071537   
FORD                 | EXPEDITION                     | 1FMFU185X5LA59479   
FORD                 | EXPEDITION                     | 1FMJK1GT86EF13915   
TOYOTA               | SIENNA                         | 5TDJZ3DC4LS247037   
TOYOTA               | SIENNA                         | 5TDYK3DC3ES419404   
CHRYSLER             | 300                            | 2C3CCAAG6FH872228   
FORD                 | EXPEDITION                     | 1FMFU18556LA65935   
FORD                 | EXPEDITION                     | 1FMJU1GT3HEA31901   
TOYOTA               | SIENNA                         | 5TDZA22C94S059462   
FORD                 | EXPEDITION                     | 1FMJU1JTXGEF05222   
FORD                 | EXPEDITION                     | 1FMJU1GT0FEF21936   
TOYOTA               | SIENNA                         | 5TDYK4CC6AS294870   
LAND ROVER           | RANGE ROVER VELAR              | SALYK2EXXLA292648   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX4MA327922   
LAND ROVER           | RANGE ROVER VELAR              | SALYA2BX0LA291371   
LEXUS                | IS350                          | JTHBE262X95023444   
Land Rover           | RANGE ROVER VELAR              | SALYA2BX7RA380542   
